chr1	65419	71585	+	OR4F5	65565	0
chr1	450703	451697	-	OR4F29	0	451678
chr1	685679	686673	-	OR4F16	0	686654
chr1	923928	944581	+	SAMD11	925942	0
chr1	944203	959309	-	NOC2L	0	959240
chr1	960584	965719	+	KLHL17	960694	0
chr1	966497	975865	+	PLEKHN1	966532	0
chr1	975204	982093	-	PERM1	0	981166
chr1	998962	1000172	-	HES4	0	999973
chr1	1001138	1014540	+	ISG15	1013574	0
chr1	1020120	1056118	+	AGRN	1020173	0
chr1	1070967	1074306	-	RNF223	0	1072566
chr1	1081818	1116361	-	C1orf159	0	1091543
chr1	1173884	1197935	+	TTLL10	1179216	0
chr1	1203508	1206592	-	TNFRSF18	0	1206571
chr1	1211340	1214153	-	TNFRSF4	0	1214127
chr1	1216908	1232067	-	SDF4	0	1228793
chr1	1232237	1235041	+	B3GALT6	1232279	0
chr1	1242446	1246722	-	C1QTNF12	0	1246690
chr1	1253909	1273885	-	UBE2J2	0	1267992
chr1	1280436	1292029	+	SCNN1D	1280662	0
chr1	1292390	1309609	-	ACAP3	0	1307815
chr1	1308597	1311677	+	PUSL1	1308644	0
chr1	1311585	1324691	-	INTS11	0	1324608
chr1	1324756	1328896	+	CPTP	1326911	0
chr1	1331280	1335314	+	TAS1R3	1331346	0
chr1	1335276	1349418	-	DVL1	0	1349065
chr1	1352689	1361777	-	MXRA8	0	1361263
chr1	1373730	1375495	-	AURKAIP1	0	1374756
chr1	1385711	1399335	-	CCNL2	0	1399306
chr1	1401909	1407293	-	MRPL20	0	1407217
chr1	1418420	1421769	-	ANKRD65	0	1421005
chr1	1426128	1427787	+	TMEM88B	1426128	0
chr1	1434861	1442882	+	VWA1	1435749	0
chr1	1449689	1470158	+	ATAD3C	1450684	0
chr1	1471769	1497848	+	ATAD3B	1471885	0
chr1	1512151	1534687	+	ATAD3A	1512269	0
chr1	1534778	1540624	-	TMEM240	0	1540346
chr1	1541673	1574863	-	SSU72	0	1574557
chr1	1598012	1600135	-	FNDC10	0	1600015
chr1	1615415	1630610	+	MIB2	1615460	0
chr1	1632095	1635263	+	MMP23B	1632219	0
chr1	1635227	1659012	-	CDK11B	0	1657485
chr1	1659529	1692728	-	SLC35E2B	0	1676699
chr1	1702379	1724357	-	CDK11A	0	1722818
chr1	1724838	1745999	-	SLC35E2A	0	1739557
chr1	1751232	1780457	-	NADK	0	1765406
chr1	1785285	1891117	-	GNB1	0	1825453
chr1	1915108	1917296	+	CALML6	1915281	0
chr1	1917590	1919279	-	TMEM52	0	1919265
chr1	1921951	2003837	-	CFAP74	0	1990956
chr1	2019329	2030758	+	GABRD	2019424	0
chr1	2050411	2185395	+	PRKCZ	2144339	0
chr1	2184461	2212720	-	FAAP20	0	2194749
chr1	2228319	2310213	+	SKI	2228767	0
chr1	2321253	2391707	-	MORN1	0	2391533
chr1	2391775	2405442	+	RER1	2395791	0
chr1	2403964	2413797	-	PEX10	0	2412502
chr1	2425980	2505532	+	PLCH2	2467620	0
chr1	2508531	2526628	-	PANK4	0	2526611
chr1	2528745	2530263	-	HES5	0	2530164
chr1	2555639	2565382	+	TNFRSF14	2556665	0
chr1	2586491	2591469	+	PRXL2B	2586796	0
chr1	2590639	2633016	-	MMEL1	0	2629484
chr1	2635976	2801717	-	TTC34	0	2800827
chr1	3021483	3022903	+	ACTRT2	3021687	0
chr1	3069168	3438621	+	PRDM16	3069260	0
chr1	3454665	3481113	+	ARHGEF16	3463085	0
chr1	3487951	3611508	-	MEGF6	0	3611268
chr1	3625015	3630127	+	TPRG1L	3625073	0
chr1	3630767	3652761	-	WRAP73	0	3649999
chr1	3652516	3736201	+	TP73	3682366	0
chr1	3746460	3771645	+	CCDC27	3752482	0
chr1	3772761	3775982	+	SMIM1	3775374	0
chr1	3778559	3796498	-	LRRC47	0	3796476
chr1	3812086	3857214	-	CEP104	0	3852407
chr1	3857267	3885429	+	DFFB	3857604	0
chr1	3889125	3900293	-	C1orf174	0	3900186
chr1	4654732	4792534	+	AJAP1	4655426	0
chr1	5862811	5992473	-	NPHP4	0	5986289
chr1	5990927	6101193	+	KCNAB2	6040569	0
chr1	6101787	6180321	-	CHD5	0	6180023
chr1	6159430	6197757	-	AL031847.2	0	6197669
chr1	6185020	6209389	-	RPL22	0	6199573
chr1	6205475	6221299	+	RNF207	6206536	0
chr1	6221193	6235972	-	ICMT	0	6235911
chr1	6244192	6245578	+	HES3	6244366	0
chr1	6247353	6261098	-	GPR153	0	6254905
chr1	6264269	6394391	-	ACOT7	0	6393399
chr1	6412418	6424670	-	HES2	0	6419820
chr1	6424776	6461367	+	ESPN	6424956	0
chr1	6460786	6466195	-	TNFRSF25	0	6466107
chr1	6466092	6520061	-	PLEKHG5	0	6519511
chr1	6521347	6554513	-	NOL9	0	6554502
chr1	6555307	6579755	+	TAS1R1	6555374	0
chr1	6579994	6589280	+	ZBTB48	6580610	0
chr1	6590724	6614607	-	KLHL21	0	6602817
chr1	6613731	6624030	+	PHF13	6614067	0
chr1	6624866	6635586	+	THAP3	6625219	0
chr1	6634168	6701924	-	DNAJC11	0	6701800
chr1	6785454	7769706	+	CAMTA1	6785531	0
chr1	7771296	7781432	+	VAMP3	7771384	0
chr1	7784320	7845177	+	PER3	7784878	0
chr1	7843083	7853512	-	UTS2	0	7853431
chr1	7915894	7943165	-	TNFRSF9	0	7939994
chr1	7954291	7985505	+	PARK7	7962786	0
chr1	8004404	8026309	-	ERRFI1	0	8015619
chr1	8317826	8344167	+	SLC45A1	8318109	0
chr1	8352397	8848921	-	RERE	0	8656297
chr1	8861000	8879190	-	ENO1	0	8874908
chr1	8945867	8975092	+	CA6	8945887	0
chr1	9003300	9026345	-	SLC2A7	0	9026345
chr1	9035107	9088478	-	SLC2A5	0	9069536
chr1	9100305	9129102	-	GPR157	0	9129027
chr1	9234775	9271337	+	H6PD	9239996	0
chr1	9292894	9369532	+	SPSB1	9355892	0
chr1	9539465	9585173	+	SLC25A33	9539692	0
chr1	9588911	9614877	+	TMEM201	9588931	0
chr1	9651732	9729114	+	PIK3CD	9710456	0
chr1	9729026	9824526	-	CLSTN1	0	9823733
chr1	9848276	9910336	-	CTNNBIP1	0	9872064
chr1	9922113	9943407	-	LZIC	0	9936619
chr1	9943428	9985501	+	NMNAT1	9972074	0
chr1	9997206	10016021	+	RBP7	9997259	0
chr1	10032832	10181239	+	UBE4B	10033671	0
chr1	10210805	10381603	+	KIF1B	10232329	0
chr1	10398592	10420511	+	PGD	10399118	0
chr1	10430102	10452153	+	CENPS-CORT	10430518	0
chr1	10430433	10442808	+	CENPS	10430518	0
chr1	10449719	10451902	+	CORT	10450224	0
chr1	10456522	10472529	-	DFFA	0	10472458
chr1	10472288	10630758	+	PEX14	10474967	0
chr1	10636604	10796650	-	CASZ1	0	10693889
chr1	10946471	10982037	-	C1orf127	0	10982037
chr1	11012344	11026420	+	TARDBP	11013728	0
chr1	11012662	11030528	+	AL109811.3	11013728	0
chr1	11026523	11047233	-	MASP2	0	11047207
chr1	11054584	11060020	-	SRM	0	11059943
chr1	11066618	11099869	-	EXOSC10	0	11099831
chr1	11106535	11262507	-	MTOR	0	11259409
chr1	11189355	11195981	+	ANGPTL7	11189580	0
chr1	11273206	11296049	+	UBIAD1	11273532	0
chr1	11479155	11537551	+	DISP3	11500993	0
chr1	11637018	11655785	-	FBXO2	0	11654340
chr1	11654375	11663327	+	FBXO44	11655836	0
chr1	11664200	11674354	+	FBXO6	11668659	0
chr1	11674480	11691650	-	MAD2L2	0	11680601
chr1	11691710	11725857	+	DRAXIN	11706259	0
chr1	11736084	11754802	+	AGTRAP	11736209	0
chr1	11761787	11789585	+	C1orf167	11761787	0
chr1	11785723	11806920	-	MTHFR	0	11803514
chr1	11806096	11848079	+	CLCN6	11806263	0
chr1	11845709	11848345	-	NPPA	0	11847684
chr1	11857464	11858945	-	NPPB	0	11858833
chr1	11919591	11926428	-	KIAA2013	0	11926237
chr1	11934205	11975538	+	PLOD1	11934780	0
chr1	11980181	12013514	+	MFN2	11989169	0
chr1	12019466	12032045	+	MIIP	12021727	0
chr1	12063303	12144207	+	TNFRSF8	12063599	0
chr1	12166991	12209228	+	TNFRSF1B	12167092	0
chr1	12230030	12512047	+	VPS13D	12234267	0
chr1	12567910	12618210	-	DHRS3	0	12617348
chr1	12644547	12667086	+	AADACL4	12644547	0
